LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type,LOS
1,19,-4.858793188969146e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
7,3,0.001923318498023833,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
13,21,-0.0005340423831630762,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,2,-0.0007617625854623694,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
2,6,-0.0003449540349406222,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,4,-2.1793008177748903e-05,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,17,0.00012266972466134593,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
11,3,0.0008793819710718351,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
4,14,0.0011760276982571483,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
19,10,-0.000624769712095222,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
13,3,0.0007228823020366298,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,10,0.0009589244108037156,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,12,0.0005596479157940639,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,16,0.010171362673188852,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,5,0.001228376609576892,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
22,22,0.010284883640116102,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
18,23,0.00022485428000865748,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
6,22,0.001321361379933772,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
13,17,0.010664576265066216,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
9,21,0.010098260584850735,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
12,22,0.010354501878794256,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
18,18,-4.386784714361336e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
20,8,0.0007210586077247364,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,2,0.009661803848970365,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
11,14,0.010900470216455408,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
17,2,-1.9078975322171705e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
12,10,0.0002846124489409759,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
16,22,0.010064052207455395,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,0,-0.0003395258287374404,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
10,1,0.0004213217744943621,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
12,17,0.009673688010348805,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
22,15,-0.00022209171660738985,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
7,16,5.522963452723453e-05,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
8,12,0.0007738468403754616,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
13,23,-0.0012109396633144785,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
20,15,0.009208048588257139,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
3,19,0.0003812073280721487,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
3,17,0.0003939000793254161,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,18,0.00021372878089248237,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
15,2,0.0005165119284353935,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
7,3,-2.2855678070989928e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,14,-8.012695452842022e-07,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
16,13,0.00042081765540372866,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
5,17,0.010751699150883576,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,16,0.0004396811452878357,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
4,2,-0.00010948208691483197,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
3,3,0.0010134429194972655,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
10,21,0.00010519140397377624,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,15,-2.086743421214534e-05,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
22,7,-0.00012258869126029846,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
10,13,0.0096590078760011,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,0,0.009499189995052542,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
18,8,0.009859449853557023,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
10,20,0.0008998432634247613,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
22,9,0.010320421430633504,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
11,13,0.009714410505108602,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
17,21,0.0012862913906780793,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
